Date : 2025-03-24 21:28:39
Directory : d:\information\IOT\learn\C\opensource\redis
Total : 1436 files,  250452 codes, 56360 comments, 40593 blanks, all 347405 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\src\strbuf.c                                                 | C            |        123 |         33 |         42 |        198 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\src\strbuf.h                                                 | C++          |         87 |         36 |         24 |        147 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\bisect.lua                                              | Lua          |         18 |          4 |          6 |         28 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\cf.lua                                                  | Lua          |         13 |          1 |          3 |         17 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\echo.lua                                                | Lua          |          3 |          1 |          2 |          6 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\env.lua                                                 | Lua          |          3 |          2 |          3 |          8 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\factorial.lua                                           | Lua          |         22 |          4 |          7 |         33 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\fib.lua                                                 | Lua          |         32 |          4 |          5 |         41 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\fibfor.lua                                              | Lua          |         10 |          1 |          3 |         14 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\globals.lua                                             | Lua          |          9 |          3 |          2 |         14 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\hello.lua                                               | Lua          |          1 |          1 |          2 |          4 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\life.lua                                                | Lua          |         79 |         18 |         15 |        112 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\luac.lua                                                | Lua          |          4 |          2 |          2 |          8 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\printf.lua                                              | Lua          |          4 |          1 |          3 |          8 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\readonly.lua                                            | Lua          |          8 |          2 |          3 |         13 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\sieve.lua                                               | Lua          |         22 |          4 |          4 |         30 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\sort.lua                                                | Lua          |         54 |          6 |          7 |         67 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\table.lua                                               | Lua          |          9 |          2 |          2 |         13 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\trace-calls.lua                                         | Lua          |         26 |          3 |          4 |         33 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\trace-globals.lua                                       | Lua          |         30 |          3 |          6 |         39 |
| d:\information\IOT\learn\C\opensource\redis\deps\lua\test\xd.lua                                                  | Lua          |         11 |          2 |          2 |         15 |
| d:\information\IOT\learn\C\opensource\redis\modules\Makefile                                                      | Makefile     |         74 |          1 |         16 |         91 |
| d:\information\IOT\learn\C\opensource\redis\modules\common.mk                                                     | Makefile     |         32 |          3 |         15 |         50 |
| d:\information\IOT\learn\C\opensource\redis\modules\redisbloom\Makefile                                           | Makefile     |          5 |          0 |          2 |          7 |
| d:\information\IOT\learn\C\opensource\redis\modules\redisearch\Makefile                                           | Makefile     |          5 |          0 |          3 |          8 |
| d:\information\IOT\learn\C\opensource\redis\modules\redisjson\Makefile                                            | Makefile     |          8 |          0 |          4 |         12 |
| d:\information\IOT\learn\C\opensource\redis\modules\redistimeseries\Makefile                                      | Makefile     |          5 |          0 |          2 |          7 |
| d:\information\IOT\learn\C\opensource\redis\redis.conf                                                            | Properties   |         74 |      2,075 |        200 |      2,349 |
| d:\information\IOT\learn\C\opensource\redis\sentinel.conf                                                         | Properties   |         16 |        311 |         35 |        362 |
| d:\information\IOT\learn\C\opensource\redis\src\Makefile                                                          | Makefile     |        383 |         69 |         78 |        530 |
| d:\information\IOT\learn\C\opensource\redis\src\acl.c                                                             | C            |      2,218 |        763 |        314 |      3,295 |
| d:\information\IOT\learn\C\opensource\redis\src\adlist.c                                                          | C            |        258 |         99 |         47 |        404 |
| d:\information\IOT\learn\C\opensource\redis\src\adlist.h                                                          | C++          |         57 |         12 |         12 |         81 |
| d:\information\IOT\learn\C\opensource\redis\src\ae.c                                                              | C            |        341 |        107 |         63 |        511 |
| d:\information\IOT\learn\C\opensource\redis\src\ae.h                                                              | C++          |         80 |         22 |         16 |        118 |
| d:\information\IOT\learn\C\opensource\redis\src\ae_epoll.c                                                        | C            |         87 |         12 |         20 |        119 |
| d:\information\IOT\learn\C\opensource\redis\src\ae_evport.c                                                       | C            |        164 |        101 |         57 |        322 |
| d:\information\IOT\learn\C\opensource\redis\src\ae_kqueue.c                                                       | C            |        122 |         41 |         28 |        191 |
| d:\information\IOT\learn\C\opensource\redis\src\ae_select.c                                                       | C            |         61 |         11 |         18 |         90 |
| d:\information\IOT\learn\C\opensource\redis\src\anet.c                                                            | C            |        583 |        110 |         96 |        789 |
| d:\information\IOT\learn\C\opensource\redis\src\anet.h                                                            | C++          |         39 |          9 |          9 |         57 |
| d:\information\IOT\learn\C\opensource\redis\src\aof.c                                                             | C            |      1,936 |        584 |        331 |      2,851 |
| d:\information\IOT\learn\C\opensource\redis\src\asciilogo.h                                                       | C++          |         18 |          7 |          2 |         27 |
| d:\information\IOT\learn\C\opensource\redis\src\atomicvar.h                                                       | C++          |         86 |         75 |         14 |        175 |
| d:\information\IOT\learn\C\opensource\redis\src\bio.c                                                             | C            |        294 |         92 |         58 |        444 |
| d:\information\IOT\learn\C\opensource\redis\src\bio.h                                                             | C++          |         30 |          9 |          8 |         47 |
| d:\information\IOT\learn\C\opensource\redis\src\bitops.c                                                          | C            |        918 |        275 |        132 |      1,325 |
| d:\information\IOT\learn\C\opensource\redis\src\blocked.c                                                         | C            |        410 |        266 |         72 |        748 |
| d:\information\IOT\learn\C\opensource\redis\src\call_reply.c                                                      | C            |        328 |        157 |         55 |        540 |
| d:\information\IOT\learn\C\opensource\redis\src\call_reply.h                                                      | C++          |         27 |          7 |          6 |         40 |
| d:\information\IOT\learn\C\opensource\redis\src\childinfo.c                                                       | C            |        111 |         29 |         23 |        163 |
| d:\information\IOT\learn\C\opensource\redis\src\cli_commands.c                                                    | C            |         10 |          1 |          3 |         14 |
| d:\information\IOT\learn\C\opensource\redis\src\cli_commands.h                                                    | C++          |         30 |          9 |          8 |         47 |
| d:\information\IOT\learn\C\opensource\redis\src\cli_common.c                                                      | C            |        297 |         75 |         52 |        424 |
| d:\information\IOT\learn\C\opensource\redis\src\cli_common.h                                                      | C++          |         34 |          9 |         17 |         60 |
| d:\information\IOT\learn\C\opensource\redis\src\cluster.c                                                         | C            |      1,117 |        388 |        185 |      1,690 |
| d:\information\IOT\learn\C\opensource\redis\src\cluster.h                                                         | C++          |        116 |         23 |         27 |        166 |
| d:\information\IOT\learn\C\opensource\redis\src\cluster_legacy.c                                                  | C            |      4,218 |      1,593 |        697 |      6,508 |
| d:\information\IOT\learn\C\opensource\redis\src\cluster_legacy.h                                                  | C++          |        263 |         78 |         42 |        383 |
| d:\information\IOT\learn\C\opensource\redis\src\commands.c                                                        | C            |         11 |          0 |          3 |         14 |
| d:\information\IOT\learn\C\opensource\redis\src\commands.h                                                        | C++          |         32 |          3 |          6 |         41 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\README.md                                                | Markdown     |         10 |          0 |          6 |         16 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\acl-cat.json                                             | JSON         |         42 |          0 |          1 |         43 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\acl-deluser.json                                         | JSON         |         33 |          0 |          1 |         34 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\acl-dryrun.json                                          | JSON         |         47 |          0 |          1 |         48 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\acl-genpass.json                                         | JSON         |         28 |          0 |          1 |         29 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\acl-getuser.json                                         | JSON         |         91 |          0 |          1 |         92 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\acl-help.json                                            | JSON         |         23 |          0 |          1 |         24 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\acl-list.json                                            | JSON         |         25 |          0 |          1 |         26 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\acl-load.json                                            | JSON         |         21 |          0 |          1 |         22 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\acl-log.json                                             | JSON         |         90 |          0 |          1 |         91 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\acl-save.json                                            | JSON         |         25 |          0 |          1 |         26 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\acl-setuser.json                                         | JSON         |         47 |          0 |          1 |         48 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\acl-users.json                                           | JSON         |         25 |          0 |          1 |         26 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\acl-whoami.json                                          | JSON         |         21 |          0 |          1 |         22 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\acl.json                                                 | JSON         |         12 |          0 |          1 |         13 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\append.json                                              | JSON         |         53 |          0 |          1 |         54 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\asking.json                                              | JSON         |         19 |          0 |          1 |         20 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\auth.json                                                | JSON         |         43 |          0 |          1 |         44 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\bgrewriteaof.json                                        | JSON         |         19 |          0 |          1 |         20 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\bgsave.json                                              | JSON         |         40 |          0 |          1 |         41 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\bitcount.json                                            | JSON         |         87 |          0 |          1 |         88 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\bitfield.json                                            | JSON         |        159 |          0 |          1 |        160 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\bitfield_ro.json                                         | JSON         |         69 |          0 |          1 |         70 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\bitop.json                                               | JSON         |         99 |          0 |          1 |        100 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\bitpos.json                                              | JSON         |        106 |          0 |          1 |        107 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\blmove.json                                              | JSON         |        117 |          0 |          1 |        118 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\blmpop.json                                              | JSON         |        105 |          0 |          1 |        106 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\blpop.json                                               | JSON         |         80 |          0 |          1 |         81 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\brpop.json                                               | JSON         |         79 |          0 |          1 |         80 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\brpoplpush.json                                          | JSON         |         96 |          0 |          1 |         97 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\bzmpop.json                                              | JSON         |        117 |          0 |          1 |        118 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\bzpopmax.json                                            | JSON         |         85 |          0 |          1 |         86 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\bzpopmin.json                                            | JSON         |         85 |          0 |          1 |         86 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-caching.json                                      | JSON         |         41 |          0 |          1 |         42 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-getname.json                                      | JSON         |         32 |          0 |          1 |         33 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-getredir.json                                     | JSON         |         37 |          0 |          1 |         38 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-help.json                                         | JSON         |         26 |          0 |          1 |         27 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-id.json                                           | JSON         |         24 |          0 |          1 |         25 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-info.json                                         | JSON         |         27 |          0 |          1 |         28 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-kill.json                                         | JSON         |        170 |          0 |          1 |        171 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-list.json                                         | JSON         |        105 |          0 |          1 |        106 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-no-evict.json                                     | JSON         |         42 |          0 |          1 |         43 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-no-touch.json                                     | JSON         |         40 |          0 |          1 |         41 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-pause.json                                        | JSON         |         54 |          0 |          1 |         55 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-reply.json                                        | JSON         |         47 |          0 |          1 |         48 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-setinfo.json                                      | JSON         |         45 |          0 |          1 |         46 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-setname.json                                      | JSON         |         33 |          0 |          1 |         34 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-tracking.json                                     | JSON         |         80 |          0 |          1 |         81 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-trackinginfo.json                                 | JSON         |         80 |          0 |          1 |         81 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-unblock.json                                      | JSON         |         56 |          0 |          1 |         57 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client-unpause.json                                      | JSON         |         24 |          0 |          1 |         25 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\client.json                                              | JSON         |         12 |          0 |          1 |         13 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-addslots.json                                    | JSON         |         26 |          0 |          1 |         27 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-addslotsrange.json                               | JSON         |         36 |          0 |          1 |         37 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-bumpepoch.json                                   | JSON         |         33 |          0 |          1 |         34 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-count-failure-reports.json                       | JSON         |         29 |          0 |          1 |         30 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-countkeysinslot.json                             | JSON         |         25 |          0 |          1 |         26 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-delslots.json                                    | JSON         |         26 |          0 |          1 |         27 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-delslotsrange.json                               | JSON         |         36 |          0 |          1 |         37 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-failover.json                                    | JSON         |         38 |          0 |          1 |         39 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-flushslots.json                                  | JSON         |         19 |          0 |          1 |         20 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-forget.json                                      | JSON         |         25 |          0 |          1 |         26 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-getkeysinslot.json                               | JSON         |         35 |          0 |          1 |         36 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-help.json                                        | JSON         |         22 |          0 |          1 |         23 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-info.json                                        | JSON         |         21 |          0 |          1 |         22 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-keyslot.json                                     | JSON         |         25 |          0 |          1 |         26 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-links.json                                       | JSON         |         60 |          0 |          1 |         61 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-meet.json                                        | JSON         |         41 |          0 |          1 |         42 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-myid.json                                        | JSON         |         18 |          0 |          1 |         19 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-myshardid.json                                   | JSON         |         22 |          0 |          1 |         23 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-nodes.json                                       | JSON         |         21 |          0 |          1 |         22 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-replicas.json                                    | JSON         |         32 |          0 |          1 |         33 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-replicate.json                                   | JSON         |         25 |          0 |          1 |         26 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-reset.json                                       | JSON         |         38 |          0 |          1 |         39 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-saveconfig.json                                  | JSON         |         19 |          0 |          1 |         20 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-set-config-epoch.json                            | JSON         |         25 |          0 |          1 |         26 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-setslot.json                                     | JSON         |         54 |          0 |          1 |         55 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-shards.json                                      | JSON         |         90 |          0 |          1 |         91 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-slaves.json                                      | JSON         |         37 |          0 |          1 |         38 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster-slots.json                                       | JSON         |        136 |          0 |          1 |        137 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\cluster.json                                             | JSON         |          9 |          0 |          1 |         10 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\command-count.json                                       | JSON         |         23 |          0 |          1 |         24 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\command-docs.json                                        | JSON         |        211 |          0 |          1 |        212 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\command-getkeys.json                                     | JSON         |         39 |          0 |          1 |         40 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\command-getkeysandflags.json                             | JSON         |         55 |          0 |          1 |         56 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\command-help.json                                        | JSON         |         26 |          0 |          1 |         27 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\command-info.json                                        | JSON         |        213 |          0 |          1 |        214 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\command-list.json                                        | JSON         |         55 |          0 |          1 |         56 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\command.json                                             | JSON         |         21 |          0 |          1 |         22 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\config-get.json                                          | JSON         |         36 |          0 |          1 |         37 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\config-help.json                                         | JSON         |         22 |          0 |          1 |         23 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\config-resetstat.json                                    | JSON         |         24 |          0 |          1 |         25 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\config-rewrite.json                                      | JSON         |         24 |          0 |          1 |         25 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\config-set.json                                          | JSON         |         47 |          0 |          1 |         48 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\config.json                                              | JSON         |          9 |          0 |          1 |         10 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\copy.json                                                | JSON         |         91 |          0 |          1 |         92 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\dbsize.json                                              | JSON         |         25 |          0 |          1 |         26 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\debug.json                                               | JSON         |         20 |          0 |          1 |         21 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\decr.json                                                | JSON         |         50 |          0 |          1 |         51 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\decrby.json                                              | JSON         |         54 |          0 |          1 |         55 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\del.json                                                 | JSON         |         53 |          0 |          1 |         54 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\discard.json                                             | JSON         |         23 |          0 |          1 |         24 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\dump.json                                                | JSON         |         58 |          0 |          1 |         59 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\echo.json                                                | JSON         |         28 |          0 |          1 |         29 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\eval.json                                                | JSON         |         69 |          0 |          1 |         70 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\eval_ro.json                                             | JSON         |         68 |          0 |          1 |         69 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\evalsha.json                                             | JSON         |         68 |          0 |          1 |         69 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\evalsha_ro.json                                          | JSON         |         67 |          0 |          1 |         68 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\exec.json                                                | JSON         |         31 |          0 |          1 |         32 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\exists.json                                              | JSON         |         58 |          0 |          1 |         59 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\expire.json                                              | JSON         |         94 |          0 |          1 |         95 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\expireat.json                                            | JSON         |         94 |          0 |          1 |         95 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\expiretime.json                                          | JSON         |         61 |          0 |          1 |         62 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\failover.json                                            | JSON         |         54 |          0 |          1 |         55 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\fcall.json                                               | JSON         |         69 |          0 |          1 |         70 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\fcall_ro.json                                            | JSON         |         68 |          0 |          1 |         69 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\flushall.json                                            | JSON         |         55 |          0 |          1 |         56 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\flushdb.json                                             | JSON         |         55 |          0 |          1 |         56 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\function-delete.json                                     | JSON         |         31 |          0 |          1 |         32 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\function-dump.json                                       | JSON         |         21 |          0 |          1 |         22 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\function-flush.json                                      | JSON         |         44 |          0 |          1 |         45 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\function-help.json                                       | JSON         |         25 |          0 |          1 |         26 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\function-kill.json                                       | JSON         |         25 |          0 |          1 |         26 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\function-list.json                                       | JSON         |         87 |          0 |          1 |         88 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\function-load.json                                       | JSON         |         39 |          0 |          1 |         40 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\function-restore.json                                    | JSON         |         54 |          0 |          1 |         55 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\function-stats.json                                      | JSON         |         81 |          0 |          1 |         82 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\function.json                                            | JSON         |          9 |          0 |          1 |         10 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\geoadd.json                                              | JSON         |         98 |          0 |          1 |         99 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\geodist.json                                             | JSON         |         91 |          0 |          1 |         92 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\geohash.json                                             | JSON         |         56 |          0 |          1 |         57 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\geopos.json                                              | JSON         |         76 |          0 |          1 |         77 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\georadius.json                                           | JSON         |        270 |          0 |          1 |        271 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\georadius_ro.json                                        | JSON         |        205 |          0 |          1 |        206 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\georadiusbymember.json                                   | JSON         |        265 |          0 |          1 |        266 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\georadiusbymember_ro.json                                | JSON         |        200 |          0 |          1 |        201 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\geosearch.json                                           | JSON         |        267 |          0 |          1 |        268 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\geosearchstore.json                                      | JSON         |        228 |          0 |          1 |        229 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\get.json                                                 | JSON         |         56 |          0 |          1 |         57 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\getbit.json                                              | JSON         |         59 |          0 |          1 |         60 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\getdel.json                                              | JSON         |         57 |          0 |          1 |         58 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\getex.json                                               | JSON         |         90 |          0 |          1 |         91 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\getrange.json                                            | JSON         |         55 |          0 |          1 |         56 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\getset.json                                              | JSON         |         67 |          0 |          1 |         68 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hdel.json                                                | JSON         |         59 |          0 |          1 |         60 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hello.json                                               | JSON         |        111 |          0 |          1 |        112 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hexists.json                                             | JSON         |         59 |          0 |          1 |         60 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hexpire.json                                             | JSON         |        118 |          0 |          1 |        119 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hexpireat.json                                           | JSON         |        118 |          0 |          0 |        118 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hexpiretime.json                                         | JSON         |         84 |          0 |          1 |         85 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hget.json                                                | JSON         |         60 |          0 |          1 |         61 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hgetall.json                                             | JSON         |         53 |          0 |          1 |         54 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hgetdel.json                                             | JSON         |         77 |          0 |          2 |         79 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hgetex.json                                              | JSON         |        110 |          0 |          2 |        112 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hincrby.json                                             | JSON         |         58 |          0 |          1 |         59 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hincrbyfloat.json                                        | JSON         |         58 |          0 |          1 |         59 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hkeys.json                                               | JSON         |         54 |          0 |          1 |         55 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hlen.json                                                | JSON         |         47 |          0 |          1 |         48 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hmget.json                                               | JSON         |         64 |          0 |          1 |         65 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hmset.json                                               | JSON         |         68 |          0 |          1 |         69 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hpersist.json                                            | JSON         |         83 |          0 |          1 |         84 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hpexpire.json                                            | JSON         |        118 |          0 |          0 |        118 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hpexpireat.json                                          | JSON         |        118 |          0 |          0 |        118 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hpexpiretime.json                                        | JSON         |         84 |          0 |          1 |         85 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hpttl.json                                               | JSON         |         87 |          0 |          1 |         88 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hrandfield.json                                          | JSON         |        101 |          0 |          1 |        102 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hscan.json                                               | JSON         |         87 |          0 |          1 |         88 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hset.json                                                | JSON         |         70 |          0 |          1 |         71 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hsetex.json                                              | JSON         |        132 |          0 |          1 |        133 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hsetnx.json                                              | JSON         |         65 |          0 |          1 |         66 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hstrlen.json                                             | JSON         |         52 |          0 |          1 |         53 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\httl.json                                                | JSON         |         87 |          0 |          1 |         88 |
| d:\information\IOT\learn\C\opensource\redis\src\commands\hvals.json                                               | JSON         |         53 |          0 |          1 |         54 |
